N,P,K,temperature,humidity,ph,rainfall,label
184.39,62.49,84.74,30.0691,76.1491,6.7392,226.7442,sugarcane
175.98,87.94,68.47,26.4911,92.5603,6.5641,134.1132,sugarcane
206.82,75.83,100.97,28.7905,80.5978,6.6861,201.1018,sugarcane
151.18,67.81,85.21,28.8827,69.7343,6.8518,217.2397,sugarcane
165.09,64.36,81.37,27.2968,74.6114,6.4378,175.4696,sugarcane
178.14,73.49,96.93,25.6487,84.1283,7.0062,221.5897,sugarcane
150.42,82.37,86.08,25.9284,90.5307,7.3609,203.8659,sugarcane
176.83,73.98,100.6,25.2514,68.4841,6.6369,262.6643,sugarcane
209.91,87.09,96.17,25.5045,66.7205,7.6077,257.1906,sugarcane
180.38,63.39,96.84,27.7985,89.2258,7.2043,196.0258,sugarcane
184.15,74.9,76.34,25.8527,80.3377,7.4122,205.4749,sugarcane
157.32,64.98,102.12,30.0462,72.7902,6.7369,207.7816,sugarcane
168.91,77.91,92.61,32.4617,81.2078,7.3418,196.4502,sugarcane
173.25,82.1,86.31,26.2598,62.1855,6.5632,215.8507,sugarcane
174.28,71.63,91.43,28.7182,78.0203,7.3561,187.2515,sugarcane
203.07,54.17,72.24,29.4991,79.9669,7.0687,176.0815,sugarcane
190.04,76.59,94.09,29.416,83.5456,7.2213,228.6813,sugarcane
159.99,78.49,79.71,28.2279,71.9166,6.5298,228.8859,sugarcane
184.44,78.23,76.47,30.228,78.5141,6.642,185.8705,sugarcane
188.97,84.89,74.78,29.4467,72.4475,7.2389,236.8607,sugarcane
200.52,66.43,101.13,24.287,79.5323,6.6207,191.0527,sugarcane
208.45,80.44,83.71,30.6075,72.6279,7.1853,217.595,sugarcane
161.73,84.54,105.34,30.6619,75.5514,6.4531,234.6103,sugarcane
165.4,60.77,84.64,25.7101,72.0251,7.3393,208.9916,sugarcane
157.36,77.56,72.93,28.1138,81.9068,6.507,223.6422,sugarcane
175.79,70.97,78.83,30.05,83.1507,7.2209,194.5071,sugarcane
188.39,74.35,102.36,27.3721,76.5923,7.2503,204.106,sugarcane
197.77,77.78,88.44,31.2189,78.2294,6.7213,203.8242,sugarcane
178.63,71.1,84.52,35.0916,69.3085,7.2328,187.6026,sugarcane
174.24,69.59,91.6,25.642,76.2019,7.1042,204.6968,sugarcane
182.73,75.27,95.02,23.8569,77.6988,6.7845,163.5415,sugarcane
164.97,66.3,101.17,28.9115,93.7248,6.5966,195.2654,sugarcane
217.61,66.31,104.48,30.1647,71.3282,6.2149,201.4537,sugarcane
151.06,80.43,86.4,27.3074,86.7851,7.1399,202.3146,sugarcane
183.33,65.81,76.74,32.3598,83.9812,6.3741,202.7551,sugarcane
216.42,80.33,85.87,23.9842,79.6838,7.0381,208.1471,sugarcane
180.12,78.7,92.6,30.0788,88.5517,6.8946,224.3832,sugarcane
176.58,61.19,80.36,26.1824,80.2326,7.2717,236.2355,sugarcane
173.57,69.58,80.43,33.1581,80.335,6.8792,190.507,sugarcane
176.75,84.55,93.44,33.9775,77.6813,6.8682,173.904,sugarcane
204.71,67.15,89.51,25.7,85.3414,7.2927,178.7387,sugarcane
140.19,71.28,90.33,26.3513,84.5788,7.134,195.3839,sugarcane
207.6,78.7,82.42,30.5788,74.2459,7.1265,199.4424,sugarcane
154.37,81.27,87.7,26.8386,70.0845,7.1877,186.9001,sugarcane
175.2,72.99,80.76,27.8638,76.7821,6.3858,171.1165,sugarcane
172.27,70.22,98.9,28.0762,73.1998,7.3027,196.3164,sugarcane
190.59,86.38,100.35,22.241,77.6189,7.245,215.4428,sugarcane
151.23,88.91,71.54,27.9585,85.4246,6.5933,227.8509,sugarcane
188.32,82.83,80.7,25.9308,75.2562,6.9024,193.2773,sugarcane
216.44,75.68,75.03,26.5206,77.7431,6.9843,197.6101,sugarcane
155.46,68.53,83.5,32.3309,78.3481,6.9462,182.1991,sugarcane
183.41,68.36,89.17,24.2305,83.0906,7.1335,209.0568,sugarcane
168.08,79.18,75.5,30.4396,64.5187,7.5725,184.5471,sugarcane
187.67,78.35,80.78,27.1631,74.3598,7.4327,227.1938,sugarcane
180.34,86.21,79.96,27.1607,79.2677,6.4751,156.424,sugarcane
168.45,80.2,92.07,30.3711,85.2005,7.2488,199.2111,sugarcane
188.78,62.98,90.69,29.0202,75.0486,7.5316,219.0332,sugarcane
51.47,29.77,20.46,29.2328,51.1111,7.6354,72.3714,bajra
71.54,27.88,25.7,33.1389,52.5527,7.1248,73.5464,bajra
52.8,27.15,27.93,35.1237,51.3337,7.5866,67.9322,bajra
41.97,31.65,39.44,33.6765,57.6732,7.0897,63.5173,bajra
49.24,22.41,32.78,29.176,44.2861,7.9403,71.5396,bajra
35.79,33.75,23.32,31.9035,45.938,7.9245,27.0163,bajra
49.36,27.92,32.43,27.7671,45.364,7.7128,75.231,bajra
43.34,24.35,22.26,32.431,54.9812,7.6447,66.8927,bajra
57.32,27.75,35.41,32.1265,55.4024,8.2045,61.6629,bajra
45.6,36.29,27.64,26.3255,52.7074,7.4999,95.7029,bajra
49.07,27.32,29.53,28.0955,57.101,7.0273,54.876,bajra
44.92,31.79,36.63,30.2922,42.9318,7.6798,58.9539,bajra
63.91,26.35,23.56,30.2479,60.0033,8.3344,94.8733,bajra
47.43,33.79,23.01,27.9763,59.1394,7.0941,52.5191,bajra
64.66,33.43,27.08,31.9724,54.4137,7.3554,56.7483,bajra
56.51,39.24,35.19,31.6287,60.6908,7.6666,62.7946,bajra
53.86,29.12,22.4,30.5143,40.0603,7.4784,77.611,bajra
52.95,33.34,15.84,29.1105,46.8533,7.1071,68.117,bajra
53.15,30.49,27.74,33.6218,45.5882,7.9487,45.6106,bajra
34.58,36.48,32.76,35.1385,54.3289,8.428,57.0175,bajra
47.77,26.41,36.0,29.7911,43.6992,7.5785,55.8897,bajra
56.76,33.73,27.68,29.4696,54.545,7.1384,63.8417,bajra
49.61,29.03,27.94,32.228,58.2232,6.8804,71.3877,bajra
38.76,29.68,35.77,30.1049,54.1712,7.6032,71.2731,bajra
49.58,30.46,20.65,30.6515,51.7025,7.9416,38.3598,bajra
63.63,31.26,28.06,32.8491,44.0728,7.6901,80.9591,bajra
59.98,29.42,30.95,26.2266,44.9189,7.499,68.7885,bajra
49.5,31.07,32.25,34.2958,57.4977,7.2643,85.768,bajra
57.61,37.89,27.45,31.1817,54.6761,7.0631,71.663,bajra
47.07,34.93,30.17,29.9713,49.7659,7.8339,81.5198,bajra
36.37,34.35,17.56,30.7769,47.4925,7.8655,71.9982,bajra
42.6,27.72,26.71,30.9061,37.8452,6.8817,85.1934,bajra
62.5,25.55,32.27,26.672,43.5749,8.1359,72.8338,bajra
47.81,34.78,25.09,34.7373,61.4685,7.7296,63.5313,bajra
48.05,34.38,30.29,31.1033,42.3173,8.0598,99.0865,bajra
47.6,37.36,32.23,32.1075,51.1369,6.9631,78.3356,bajra
65.23,26.98,28.29,33.3789,56.0447,6.9537,73.6062,bajra
63.01,28.85,30.85,28.4471,42.4705,7.4404,45.8554,bajra
67.75,21.8,25.19,32.1837,51.1083,7.7011,45.6754,bajra
48.73,28.04,28.97,30.3309,55.6275,8.2185,69.3907,bajra
52.36,34.98,33.05,33.1169,50.075,7.7824,67.1828,bajra
37.87,27.67,30.78,25.6819,67.2104,7.4029,55.7882,bajra
61.82,33.2,27.07,30.7523,39.9884,7.0895,67.1147,bajra
40.66,29.05,31.12,29.4929,56.3524,7.992,88.8294,bajra
51.73,31.62,33.57,32.0807,48.9632,7.1141,75.431,bajra
41.22,24.26,19.75,32.1751,54.6315,8.1514,47.8849,bajra
45.29,30.43,35.8,29.2309,52.6478,7.3862,63.3274,bajra
43.3,15.04,28.32,29.2196,45.6011,8.1362,52.9255,bajra
45.14,29.07,32.13,30.7233,51.374,7.7716,59.1845,bajra
45.69,21.85,35.99,28.7584,38.8526,7.4452,58.7958,bajra
45.61,36.03,23.14,33.105,53.6195,7.2922,57.8353,bajra
56.67,33.89,26.45,30.077,51.789,7.3636,46.173,bajra
41.16,32.33,28.56,23.7325,53.832,7.6713,63.0852,bajra
51.76,37.61,26.08,30.0629,56.3487,7.5309,56.5909,bajra
59.74,25.26,38.67,28.4036,52.2057,7.2625,21.0583,bajra
45.89,38.74,25.72,26.9218,50.8885,7.4337,95.7946,bajra
44.26,34.66,27.22,27.9064,44.7136,7.5314,81.3315,bajra
48.16,28.82,31.02,31.2735,45.7267,6.6485,59.3555,bajra
59.44,35.68,23.99,34.3216,57.1204,7.6833,65.2823,bajra
51.55,24.47,28.02,31.783,58.618,7.1081,47.4252,bajra
45.75,25.88,31.59,29.4837,48.5713,7.0387,90.4358,bajra
53.87,26.96,28.34,32.1398,50.276,6.8251,93.4593,bajra
41.18,27.36,29.53,29.8523,44.5723,6.7824,67.3504,bajra
55.45,24.72,27.35,29.2635,57.0365,6.9578,80.353,bajra
53.27,36.12,22.43,28.1141,53.9925,7.2164,67.6293,bajra
47.54,28.71,31.61,26.6204,61.6473,8.2813,44.9491,bajra
43.29,31.76,38.77,30.0252,44.7301,7.2896,58.8226,bajra
42.91,27.15,30.09,31.3951,47.732,7.5711,66.9789,bajra
54.28,20.9,31.13,30.7584,51.3887,7.6602,58.1818,bajra
59.83,31.35,33.46,29.9601,53.8789,7.5524,61.7202,bajra
44.9,20.44,23.65,28.6356,48.706,7.469,63.629,bajra
53.67,29.66,38.51,32.5206,44.7622,7.0219,63.7868,bajra
33.3,23.16,31.01,27.7072,55.2884,8.0804,65.7839,bajra
45.32,39.94,38.16,32.9401,54.3268,8.2229,49.0909,bajra
49.75,34.56,26.33,28.4945,44.5024,6.8269,54.2448,bajra
42.72,30.53,39.09,29.1189,58.1327,7.0904,45.7312,bajra
42.51,36.32,33.88,27.333,57.0212,7.3881,79.6672,bajra
44.66,25.77,32.77,29.7465,50.8058,7.1142,33.4153,bajra
52.34,32.72,31.17,33.4383,50.4776,7.7024,82.3039,bajra
48.5,31.0,28.76,32.2891,53.3243,7.2087,85.7952,bajra
32.09,31.32,36.0,33.4461,44.8298,8.366,60.4673,bajra
33.03,36.36,30.7,32.3054,50.1802,7.9762,25.9529,bajra
45.15,33.66,20.16,28.2408,37.0857,7.585,59.5803,bajra
53.66,31.44,24.41,30.173,55.2587,7.9108,64.0372,bajra
28.02,21.73,29.07,29.0495,40.631,7.9424,49.841,bajra
46.0,25.2,31.55,34.3264,59.0205,7.2744,57.2717,bajra
45.79,29.39,29.72,28.008,48.0193,7.1735,87.9529,bajra
61.11,30.47,36.09,33.2342,48.73,7.5313,74.9739,bajra
46.92,24.35,20.24,33.2324,46.2336,7.8447,51.1315,bajra
53.06,42.06,30.72,35.5741,48.2718,7.5556,41.036,bajra
51.13,37.58,20.91,29.9758,58.5112,6.8692,60.0947,bajra
32.96,33.01,33.8,32.7808,35.0731,7.1789,61.7981,bajra
56.15,30.36,29.53,36.7041,57.6618,7.4704,72.443,bajra
51.72,28.94,32.1,29.4559,52.0281,7.4697,56.9702,bajra
54.07,25.24,25.68,27.1624,42.7579,8.289,72.6725,bajra
81.41,30.39,36.4,26.3,43.5481,6.9456,94.0273,bajra
33.33,31.29,35.21,32.7818,60.0584,7.7022,77.2325,bajra
63.8,23.79,32.92,26.2921,44.327,8.0956,64.2787,bajra
47.7,31.67,29.35,30.0692,43.0799,8.4086,62.2527,bajra
52.3,29.22,32.9,32.0933,56.8239,7.3382,59.6499,bajra
